"My Afternoons With Margueritte","Development","Jean Becker","Gérard Depardieu, Gisèle Casadesus","In a small French village, a beautiful chance encounter with a retired old lady allows a simple man to blossom at last.","","FR, IT, SCAN, LA, INDO, PORT, ME, UK, OZ","StudioCanal","Comedy","","",""
"An Ordinary Execution","Feb 11, 3.00 pm @CineStar 4 (market)Feb. 12, 4.15 pm @CineStar 4 (market)","Marc Dugain","André Dussollier, Marina Hands, Edouard Baer","A beautiful doctor with a mysterious gift for healing is secretly taken to treat Joseph Stalin, a tyrant who holds the power of life or death in his hands.","","FR, IT, SCAN, LA, INDO, PORT,  ME, UK, OZ","StudioCanal","Drama","","",""
"Outside the Law","Development","Rachid Bouchareb","Jamel Debbouze, Sami Bouajila, Roschdy Zem ","The conflicting destinies of three brothers during the struggle for Algerian independence in Paris.","","FR, IT, SCAN, LA, INDO, PORT, ME, UK, OZ","StudioCanal","Action Drama ","","",""
"The Perfect Date","Feb 14, 9.00 am @CineStar 2 (market)","Dominique Farrugia, Arnaud Lemort","Clovis Cornillac, Virginie Efira, Manu Payet","A hopeless romantic and an incurable ladies-man challenge themselves when they both meet their ideal woman.","","FR, IT, SCAN, LA, INDO, PORT,  ME, UK, OZ","StudioCanal","Rom Com","","",""
"The Princess of Montpensier","Development","Bertrand Tavernier","Mélanie Thierry, Lambert Wilson, Gaspard Ulliel, Grégoire Leprince-Ringuet ","France, 1562. Marie de Mézières, a beautiful young aristocrat, and Henri de Guise, one of the kingdom's most intrepid heroes, are in love, but Marie's father promises her hand in marriage to the Prince of Montpensier...","","FR, IT, SCAN, LA, INDO, PORT, ME, UK, OZ","StudioCanal","Romantic Adventure","","",""
"Sammy's Adventures","Development","Ben Stassen","","The wonderful 3D journey of the adventures of Sammy the sea turtle as he searches the ocean for his true love, Shelly.","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT,  ME, UK, OZ","StudioCanal","3D Animation","","",""
"Together's A Crowd","Feb 14, 4.45 pm @CineStar 4 (market)","Léa Fazer","Nathalie Baye, Pierre Arditi, Eric Cantona","A happy young couple with twins find themselves taking on extra parental responsibilities for increasingly irresponsible grandparents.","","FR, IT, SCAN, LA, INDO, PORT,  ME, UK, OZ","StudioCanal","Family Comedy","","",""
"The Two Deaths of Quincas Wateryell","Development","Sergio Machado","Paulo José, Mariana Ximenes","Quincas Wateryell may have been an embarrassment to his middle-class family but was a hero to the poor in the Bahia slums. After his death, his two ‘families' battle to pay him final tribute.","","FR, IT, SCAN, LA ex Br, INDO, PORT, ME, UK, OZ","StudioCanal","Comedy","","",""
"The Villain","Complete","Albert Dupontel","Albert Dupontel, Catherine Frot","A lovable mother and her law-breaking son become accidental accomplices in this spectacular, offbeat action comedy.","","FR, IT, SCAN, LA, INDO, ME, UK, OZ","StudioCanal","Comedy","","",""
"The Gardener","Pre Production","CHRIS WEITZ ","","CARLOS RIQUELME, a simple, decent, 40-year-old Mexican man, doesn’t ask much from life—just to keep tending the yards of L.A.’s wealthy and to give his estranged son LUIS a better life than he had. But when a business opportunity that would have allowed him to take control of his destiny is stolen from under his nose, his life is thrown into chaos. Directed by Academy Award® nominee Chris Weitz (The Twilight Saga: New Moon, About a Boy), The Gardener is an original, moving and at times heart-pounding drama that follows father and son as they scour L.A. in search of a stolen pickup truck that represents their only chance of a better life and of healing the growing rift between them.","INDO: 20K, OZ 325, UK 475, SCAN 275, ","BLX, IT, INDO, Oz, UK, SCAN, SW","Summit","Drama","","",""
"The Ghost Writer","Comp': Fri 12 - 19:15 @Berlinale Palast (D), Sat 13 - 12:00 @Friedrichstadtpalast (D), Sat 13 - 17:30 @Urania (D) & 22:30 @International (D)  EFM: Feb 13, 1:15PM @ CinemaxX 10","Roman Polanski (W/D)","","When a successful British ghostwriter agrees to rewrite the memoirs of former British Prime Minister Adam Lang, his agent assures him it's the opportunity of a lieftime. But the project seems doomed from the start - not least because the last ghostwriter to try it died in an unfortunate accident.","SCAN: 1MLA: 1.6MINDO: 120A/N: 1.1M","No avails (CHECK)","Summit","","","",""
"Larry Crowne","Pre Production","Tom Hanks","Tom Hanks, Julia Roberts","When appealing everyman LARRY CROWNE (Tom Hanks) is inexplicably fired from his job as a big box store clerk, he realizes it’s time for some meaningful change in his life. Deeply in debt and without direction, he returns to college, where he befriends a group of scooter-riding students and eventually develops a real affection for his beautiful speech class instructor, MERCEDES TAINOT (Julia Roberts).  ","OZ1,75, LA 2, SCAN1,2 SW250,INDO 150K","BLX, FR, IT, INDO, OZ,LA, SCAN, SW","Summit","Comedy","","",""
"Letters to Juliet","MARKET:Feb 11, 1:45PM  @ CinemaxX 4Feb 14, 11:15AM  @ CinemaxX ","Gary Winick","Amanda Seyfried","When aspiring magazine writer Sophia and would be restaurateur Victor fly from New York to Italy for a vacation, the stage seems set for some much-needed romance in ntheir relationship - especially since their destination is the city of Verona, home of the star-crossed lover Juliet Capulet of Romeo and Juliet fame","INDO: 60K","No Avails ","Summit","Comedy","","",""
"Remember Me","Market:Feb 12, 11:30AM  @ CinemaxX 4Feb 15, 9:30AM   @ CinemaxX 4","Allen Coulter","Robert Pattinson","An unforgettable story about two wounded people brave enough to try again. Its emotionally stirring ending reminds us just how important it is to grab hold of what's important, to love passionately - and live loudly - every day of one's life","INDO: 45K","no avails ","Summit","","","",""
"The Runaways","Market:Feb 12, 5:10PM @ CinemaxX 4Feb 15, 3:30PM  @ CinemaxX 4","Floria Sigismondi (W/D)","Kristin Stewart","Coming of age biopic about the groundbreaking all-girl teenage rock band of the 1970's","IT: 1MSCAN: 350KLA: 600KINDO: 40K","FR, SW, IT","Summit","","","",""
"Source Code","Pre Production","Duncan Jones","Jake Gyllenhaal","CAPTAIN COLTER STEVENS (30) wakes with a jolt to find himself on a commuter train heading into Chicago. Although the other passengers all seem to know him, he has absolutely no idea where—or even who—he is. The last thing Colter remembers is flying a helicopter mission in Iraq, but here he is in someone else's life going through someone else's morning commute.","SCAN: 1.1MLA: 1.45M","IT","Summit","","","",""
"Barry Munday","Market Premiere:Feb 13th  -  9:00  -  CinemaxX17Feb 16th  -  16:10  -  CinemaxX18","Chris D'Arienzo","Patrick Wilson, Judy Greer, Chloe Sevigny, Malcolm McDowell, Cybill Shepherd","Barry Munday is a ladies man with a serious Peter Pan complex who wakes up in a hospital after being attacked only to find out he's missing his family jewels. To make matters worse, he soon learns he's facing a paternity lawsuit from a one-night stand with a woman he has no recollection of sleeping with. Adapted from author Frank Turner Hollon's novel “Life Is A Strange Place,” Barry Munday is saved from a life of emptiness by a bizarre twist of fate.","BLX 100kFR 220kIT 200kSW 25kSCAN 140kUK 270kLA ex Br 185kINDO 20kOZ 120k","BLX, FR, IT, SW, SCAN, LA ex BR, INDO, UK, OZ","T&C","","","",""
"Teenage Paparazzo","Market Premiere:Feb 11th  -  14:45  -  CinemaxX18Feb 14th  -  12:30  -  CinemaxX17","Andrien Grenier","","When precocious 13-year-old paparazzo Austin Visschedyk snapped a photo of celebrity Adrian Grenier, little did he know his life was about to change. Turning the tables on the juvenile paparazzo, Grenier stepped on the other side of the lens in an attempt to mentor a teenager obsessed with the lure of the Hollywood lifestyle. Exquisitely layered, TEENAGE PAPARAZZO moves beyond personal documentary, charting a cultural revolution of celebrity obsession that may have been born in the United States but stretches across the globe.","France - 85kItaly - 60kBenelux - 45kSwitz - 15kUK - 120kPortugal - 25kScandi - 55kAll Latin Amer - 175kMid East -20kIndonesia - 15kAustralia - 60k","BLX, FR, IT, SW, SCAN, LA, INDO, PORT,  ME, UK, OZ","T&C","Docu","","",""
"Cargo","EFM: February 13th @ 9:30 am / CinemaxX 2 February 15th @ 5:00 pm / CinemaxX 10","Ivan Engler, Ralph Etter (W/D)","Anna Katharina Schwabroh, Martin Rapold, Michael Finger","The story of CARGO is set on thespace craft KASSANDRA, on its journeyto the remote station 42. LAURA, ayoung doctor, is the only one awakeon board. The rest of the crew is asleep,deep-frozen. On her daily inspectionroute, Laura gets the feeling of beingwatched. A cat and mouse gamebegins, in which nothing is what itappears to be ...","","BLX, FR, IT, SCAN, LA, INDO, PORT,   ME","Telepool","Sci Fi","","",""
"The Door (working title)","EFM: February 13th @ 11:30 am / CinemaxX 1 February 17th @ 3:30 pm / CinemaxX 1","Anno Saul","Mads Mikkelsen, Jessica Schwarz, Heike Makatsch","Centers on the formerly successful painter David who has lost control over his life after being responsible for the death of his 7 year old daughter Leonie through a fatal decisioin","","CHECK: BLX, FR, IT, SCAN, LA, INDO, PORT,   ME","Telepool","Thriller, Mystery","","",""
"Gangs","EFM: February 12th @ 5:00 pm / CinemaxX 14 ","Rainer Matsutani","Jimi Blue Schsenknecht, Wilson Gonzalez Ochsenknecht, Emilia Schule","When his brother, the leader of theRox, gets into trouble, 17-year-oldFlo has to decide between thelove of his life, or his flesh and blood.It’s a matter of life and death …","","CHECK: BLX, FR, IT, SCAN, LA, INDO, PORT,   ME","Telepool","Action/Drama","","",""
"GRAVITY","EFM: February 12th @ 11:30 am / CinemaxX 1 February 16th @ 3:30 pm / CinemaxX 1","Maximilian Erlenwein","Fabian Hinrichs (Sophie Scholl:  The Final Days) and Jürgen Vogel (THE WAVES)","Things go out of control. Order is no more. Rules no longer matter. GRAVITY tells the story of a seemingly settled bank employee who breaks the shackles of his everyday life andbecomes a wanderer between worlds. Starring ","","CHECK: BLX, FR (no tv), IT, SCAN, LA, INDO, PORT,   ME","Telepool","Drama","","",""
"MEIN KAMPF ","Market Premiere: February 13th @ 1:30 pm / CinemaxX 1 February 17th @ 11:30 am / CinemaxX 1 ","Urs Odermatt ","Götz George, Tom Schilling, Wolf Bachofner ","In the year 1910 young Adolf Hitler (Tom Schilling) leaves his hometown in the deepest Austrian province and travels to Vienna. Aiming to conquer the world as a famous painter he wants to prove his talent at the ’Academy of ﬁne Arts’.The young artist rents himself a poor room at a home for homeless and waits for his big day. He shares his room with the Jewish book-seller Schlomo Herzl (Götz George). With the arrival of the Academy’s rejection, it turns out that Hitler overestimated his artistic abilities and his little world falls apart. Having lost all faith in his future, Hitler cannot get over his ignominy and wants to put his life to an end. Ironically, it is the Jewish man Schlomo, who ﬁnally suggests to Hitler to try his luck in politics. It does not take long and Hitler becomes the head of a local radical group, which is known for its violent action. The bittersweet grotesqueness of “MEIN KAMPF” is based on the fable-like theatre play by George Tabori, which has found its way onto stages worldwide since its premiere in Vienna, 1987. ","","CHECH","Telepool","Drama / History / Theatre ","","",""
"THOR","In Production  Delivery Jan 2011   PROMO SCREENING @ OFFICE UPON REQUEST","Gunnar Karlsson & Toby Genkel","","Thor is a young, strong and a hot tempered blacksmith, living with his mother and doesn’t know that he’s in fact the son of Odinn, King of theGods. When Thor’s good friend, Edda, is kidnapped by Giants he sets out with his magic hammer to find her, gain honour and fame by fighting the Giants, and set her free. A funfilled CGI Animation for the entire family produced by the team of NIKO & THE WAY TO THE STARS.","","CHECK: BLX, FR, IT, SCAN, LA, INDO, PORT,   ","Telepool","Family Entertainment, CGI Animation","","",""
"When We Leave (Panorama)","Panorama Special:Tue 13, 7:00 pm  at Zoo Palast 1Wed 14, 10:00 am at CinemaxX7Thu 15, 5:00 pm at Cubix 9Sat 20, 9.30 pm at Eva KinoMarket Premiere: Fri 16, 11:30 am at CinemaxX2","Feo Aladag (W/D)","Sibel Kekili (Winner of the Golden Bear (Best Actress at Berlin Film Festival ""Head-On"", Winner German Film Awards (“Head-On”)Derya AlaboraSettar TanriögenFlorian Lukas","German-born Umay flees her oppressive marriage in Istanbul, taking her young son Cem with her. She is hoping to find a better life with her family in Berlin, but her unexpected arrival creates intense conflict. Her family is trapped in their conventions, torn between their love for her and the values of their community. Ultimately they decide to return Cem to his father in Turkey. To keep her son, Umay is forced to move again. She finds the inner strength to build a new life for her and Cem, but her need for her family’s love drives her to a series of ill-fated attempts at reconciliation. What Umay doesn´t realize is just how the wounds have gone and how dangerous her struggle for self-determination has become.","","CHECK: BLX, FR (no tv), IT, SCAN, LA, INDO, PORT,   ME","Telepool","Drama","","",""
"Within The Whirlwind","Screening @ Office","MARLEEN GORRIS (“Mrs. Dalloway"") ","Emily Watson (2 Oscar Nominations, BREAKING THE WAVES), Ulrich Tukur (THE LIVES OF OTHERS), IAN HART ","Russian poet Evgenia Ginzbourg survived the Soviet Gulag only because of her faith in poetry.","","CHECK: FR (no tv), IT, SCAN, LA, INDO, PORT,   ME","Telepool","drama","","",""
"Write Me","EFM: February 14th @ 12:45 pm / Arsenal 2","Thomas Kronthaler","Julia Hernandez, Carla Ortiz, Friedrich Mucke, Agar Delos, Camila Guzman, Teresa Gutierrez, Rosa Rios, Florian Bruckner, Salvdor del Solar, Luis Bredow","Fourteen-year-old Alfonsina and herbest friend Tere live in Copacabana,a small Bolivian village. They dream ofleaving this boring place. But untilthey are ready, the two girls collectpicture postcards from countries allover the globe – not knowing thattheir days together in Copacabanaare soon to be over …","","CHECK: BLX, FR, IT, SCAN, LA, INDO, PORT,   ME","Telepool","Family","","",""
"AO the Last Neanderthal","In Post Production, Promoreel Avail","Jacques Malaterre (W/D)","Simon Paul Sutton, Aruna Shields","The epic adventures of Ao, the last Neanderthal, and his passionate encounter with the beautiful Aki, one of the few Homo-Sapiens to accept and come to love him for what he is. A wonderful hunter, Ao must survive and then battles with terrifying animals of a lost world into savage landscapes. He also protects his family from the most dramatic natural phenomena. But the biggest danger is the ""Hyena-Men"", clan of the Homo Sapiens that are out to kill him and his species. - raw images, must see movie (MW)","","BLX, IT, SCAN, LA, PORT, ME x LEB,UK","TF1","","","",""
"Caged","Post Production, Promoreel Avail","Yann Gozlan","Zoe Felix, Eric Savin, arie Elmaleh","Somewhere in Eastern Europe. Carole is a young nurse with a humanitarian aid group that has reached the end of its mission in Kosovo. But just then, the young woman and her two colleagues are kidnapped by strangers for mysterious reasons. Held captive, cared for and kept alive in an oppressive and sinister setting, the three prisoners soon discover with horror what their kidnappers truly have in store for them…","","BLX, IT, SCAN, LA, INDO, PORT, ME , UK, AUS","TF1","","","",""
"Chicas  ","Feb 14, 9:00 @CineStar 4 (market, world premiere)","Yasmina Reza","Andre Dussollier, Emmanuelle Seigner, Carmen Maura","One Sunday, in her apartment in Paris, Pilar introduces the new man in her life to her daughters and son-in-law. An unlikely encounter, with everyone on their best behavior. This simple event is the starting point for a variation on exile and destiny.",""," IT, SCAN, LA, INDO, PORT, ME , UK , AUS","TF1","","","",""
"Dumas (Gala Special)","EFM (private): Fri 12 - 9:30 @CinemaxX 2 & Mon 15 - 12:40 @Cinestar 1Special: Thu 18 - 21:00 @Friedrichstadtpalast","Safy Nebbou","Gerard Depardieu, Benoit Poelvoorde, Dominique Blanc","When Alexandre Dumas and Auguste Maquet, his ghostwriter, are at the summit of their collaboration, Auguste decides to pass himself off as Alexandre in order to seduce Charlotte, a fervent admirer of the great man.","","BLX, IT, SCAN, LA, INDO, PORT, ME , AUS, UK","TF1","","","",""
"Imogene","Post Production","Alexandre CHARLOT, Franck MAGNIER (W/D)","Catherine Frot, Lambert Wilson","Imogene McCarthery is a Scottish redhead who likes rugby, bagpipes and whisky. She lives in London but regards herself as in exile.","","IT, SCAN, LA, INDO, PORT, ME, UK, AUS","TF1","","","",""
"In Their Sleep","Feb 15, 17:00 @ CineStar 4 (market)","Caroline and Eric du Potet","Anne Parillaud, Arthur Dupont, Thierry Fremont, Jean-Hugues Anglade","A vulnerable woman protects a young man the same age as her dead son, who is being chased by a homicidal maniac. At least that's how it seems…","","BLX, IT, SCAN, LA, PORT, ME x LEB, UK, AUS","TF1","French horror thriller","","",""
"Jew Suss, Rise and Fall (Competition)","EFM (private): Sat 13 - 14:50 @ CineStar 1 & Mon 15 -  9:15 @CinemaxX 10 Comp': Feb 18 - 19:30 @Berlinale Palast","Oskar Roehler","Tobias Moretti, Martina Gedeck, Moritz Bleibtreu","Berlin, 1940. Ferdinand Marian is an actor, one of the best of his generation. Marian is married to a beautiful Jewish woman whom he deeply loves. One day, he’s offered the starring role in the new Nazi Film Department’s anti-Semitic production, an adaptation of the novel Jew Suess. - nothing to see, they want to go to venice with it because original won venice during the 50's (MW)","BLX: 150e offer is insold in Canada to E1","BLX, IT, SCAN, LA, INDO, PORT, ME , UK","TF1","","","",""
"KORKORO (FREEDOM) Original title: LIBERTÉ ","Completed","Tony GATLIF","Marc LAVOINE, Marie Josée CROZE, James THIÉRRÉE ","A Gypsy family travels the French roads during the Second World War, followed by Little Claude, a young boy seeking a new family after his parents ""left and never returned"". Upon reaching a town where they traditionally stop for a few months and work in vineyards, they learn that a new law forbids them from being nomadic. Theodore, the town's mayor, and Miss Lundi, the schoolteacher, protect and help the Gypsies. Despite this, They are arrested and placed in an internment camp. Theodore manages to rescue them and gives them a piece of property where they must settle. But the Gypsies' deeply ingrained thirst for freedom makes this sedentary lifestyle difficult to bear. After Theodore and Miss Lundi are arrested for resistance, the Gypsies decide they must get back on the move in order to remain free…","","IT, SCAN, LA, INDO, PORT, ME x LEB, UK,","TF1","","","",""
"Lights Out","delivery 2010","Fabrice Gobert","Jules Pelissier, Ana Girardot","","","All Avail except FR","TF1","","","",""
"Love Crime","Promo in Berlin, Post Production","Alain Corneau","Ludivine Sagnier, Kristen Scott Thomas","Isabelle works under Christine. They think alike. They are quite different. They might be lovers. But Christine takes credit for Isabelle's brilliant ideas. A struggle ensues between these two attractive and powerful women, the two top executives in the French office of an American multinational.","","IT, SCAN, LA, INDO, PORT, ME, UK, OZ","TF1","Thriller","","",""
"Lucky Luke","Feb 11, 17:00 @CineStar 2 (market)Feb 15, 11:00 @CineStar 6 (market)","James Huth","Jean Dujardin, Michael Youn, Daniel Prevost, Sylvie Testud, Alexandra Lamy, Melvil Poupaud ","Jean Dujardin is ""the man who shoots faster than his shadow"": LUCKY LUKE. The one and only, always accompanied by his faithful Jolly Jumper. During his mission in Daisy Town, the city where he grew up, he is going to come across Billy the Kid, Calamity Jane, Pat Poker, Jesse James and sexy Belle.",""," IT, SCAN, LA, ME, UK, OZ","TF1","","","",""
"MICMACS (MICMACS À TIRE-LARIGOT)","Completed","Jean-Pierre JEUNET (A Very Long Engagement, Amélie, Delicatessen)  (W/D)","Dany BOON, André DUSSOLLIER, Nicolas MARIÉ, Julie FERRIER, Omar SY, Dominique PINON, Marie-Julie BAUP (Mark of an Angel), Jean-Pierre MARIELLE, Yolande MOREAU","A man and his friends come up with an intricate and original plan to destroy two big weapons manufacturers. Is it better to live with a bullet lodged in your brain, even if it means you might drop dead any time? Or would you rather have the bullet taken out and live the rest of your life as a vegetable? Are zebras white with black stripes or black with white stripes? Is scrap metal worth more than landmines? Can you get drunk from eating waffles? Can a woman fit inside a refrigerator? What's the human cannonball world record? Find out answers to these questions and more.",""," INDO, ME","TF1","","","",""
"My Father's Guests","Feb 12, 12:30 @ CineStar 4 (market, world premiere)Feb 13, 17:50 @CineStar 4 (market)","Anne Le Ny (W/D)","Fabrice Luchini, Karin Viard, Michel Aumont, Veronika Novak","80-year-old retired doctor Lucien has a big personality. He is and has always been a man of action, famous for his defense of women's rights and family planning. Nowadays, Lucien stands up for the rights of illegal immigrants.",""," IT, SCAN, LA, INDO, PORT, ME, UK, OZ","TF1","","","",""
"Names of Love, The","In Production","Michel LECLERC","Jacques GAMBLIN, Sara FORESTIER ","Her father is from Algeria; his mother is a Jew. She's a free spirit, he's a complete square. She's provocative, he is discreet. She's shameless, he carries several generations' worth of guilt on his shoulders. She doesn’t hesitate to use sex to turn conservatives into liberals; he is a one woman man. Bahia Benmahmoud and Arthur Martin are as different as two people can be. So when they fall in love, sparks fly…","","All Avail except FR","TF1","","","",""
"The Rabbi's Cat","Post Production/13M - aiming for Cannes","Joann Sfar, Antoine Delesvaux","","Rabbie Sfar has more than one problem. His beautiful daughter is becoming a teenager and above all, his parrot-killing cat has just started talking!","BLX: 250e","All Avail except FR","TF1","Animation","","",""
"Redheads","In Post Production, Promoreel Avail","Romain Gavras","Vincent Cassel, Olivier Barthelemy","TWO OUTCAST REDHEADS SET OFF ON A ROADTRIP OF HATE, VIOLENCE AND SELFDESTRUCTION. THE TIME FOR REVENGE HAS COME… - violent. Energetic. One of those films where characters get worse and worse. Aiming for cannes. A project akin to irreversible (MW)","","All Avail except FR","TF1","","","",""
"Sisters","Feb 11, 13:00 @CineStar 1 (market)","Eleonore Faucher","Amira Casar, Sylvie Testud, Jean-Pierre Martins, Marc Barbe, Zoe Duthion, Louise Herrero, Roxanne Monnier","Lyon, 1970. Three sisters, Sybille, 10, wild and artistic, Corinne, 12, serious and responsible, and Georgetts, 7, mischievous yet timid, live with their Italian mother who is raising them on her own.",""," IT, SCAN, LA, INDO, PORT, ME x LEB, UK, OZ","TF1","","","",""
"A Spot of Bother","Feb 12, 14:25 @CineStar 2 (market, world premiere)Feb 14, 12:45 @CineStar 1 (market)","Alfred Lot","Michel Blanc, Miou-Miou, Gilles Lellouche","Jean-Pierre, recently retired, is a hypochondriac… Anne, his wife, is cheating on him with a former office colleague… His daughter Cathie, divorced and mother of a five-year-old son, lives with Philippe, a ""fine"" young man whom Mathieu, Cathie's gay brother, calls the ""retard"". After Jean-Pierre discovers a small spot on his hip, the family balance literally implodes. ",""," IT, SCAN, LA, INDO, PORT, ME, UK, OZ","TF1","","","",""
"Trader Games","In Post Production, Promoreel Avail","Fabrice Genestal","Gilles Lellouche, Vahina Giocante, Michael Madsen, Charles Berling","A hot young wall street trader finds a formula based on climatology to play the market and win big. But at what cost?",""," IT, SCAN, LA, INDO, ME x LEB, UK, OZ","TF1","","","",""
"Victor or how to adopt a grandpa? ","Completed","Thomas Gilou","Pierre Richard, Lambert Wilson, Clementine Celarie, Antoine Dulery, Sara Forestier","Victor, 85, gets adopted by a family, as first prize of a contest organized by a People Magazine. But is Victor really who he claims to be? ","","LA, IT, SCAN, INDO, ME x LEB ,OZ , UK","TF1","","","",""
"A FAMILY ","EFM (Private, tkt needed): Sat 13 - 9.00 @CinemaxX 6 & Mon 15 - 11.25 @CinemaxX 10                                                                                                               Comp': Fri 19 and Sat 20","Pernille Fischer Christensen (Silver Bear winner 2006 for A Soap)","Jesper Christensen and Lene Maria Christensen","Ditte is a successful gallery owner and daughter of a famous Danish baker. When her beloved Dad falls seriously ill, he commands Ditte to take over the family business but her boyfriend wants her to stay true to their life and dreams.","","BLX, FR, IT, SW, UK  Check others","TrustNordisk","","","",""
"A SOMEWHAT GENTLE MAN","EFM: Fri 12 - 13.30 (Private, tkt needed) & Tue 16 - 13.30 @CinemaxX 10                                                                            Comp': Mon 15 - 19:00 @Berlinale Palast (D), Tue 16 - 12:00 @Friedrichstadtpalast (E) & 22:30 @International (E)","Hans Petter Moland (The Beautiful Country)","Stellan Skarsgård and Aksel Hennie","Ulrik gets released from prison after having served a 12-year sentence for the murder of his wife’s lover. Comedy starring Stellan Skarsgård about how exhausting it is to kill somebody when you actually have other plans.","","BLX, FR, IT, SW, UK  Check others","TrustNordisk","","","",""
"BALLS ","EFM: Sat 13 - 12.55 @CinemaxX 16 (by invitation only)","Josef Fares","","A heart-warming comedy about love, friendship and the art of being a man by Josef Fares, the director of JALLA JALLA and KOPS.","","CHECK","TrustNordisk","","","",""
"EASY MONEY ","EFM: Sun 15 - 9.00 @Arsenal 1 (by invitation only)","Daniel Espinosa","","The fates of a poor student, a fugitive on the run and a hit man intertwine in a world of organized crime.EASY MONEY is No. 1 on the Swedish Box Office with 300,000 admissions in the first week. The film is based on the best selling book by Jens Lapidus, which has been sold to more than 20 countries all over the world.","","CHECK","TrustNordisk","","","",""
"New project, still untitled (aka The Last Word)","Post Production Promo Scrg: Sun 14t - 9.00 @CinemaxX 4 (by invitation only)","David Mackenzie","Ewan McGregor and Eva Green","","","FR, CHECK OTHERS","TrustNordisk","","","",""
"PROMO SCREENING","EFM: Sun 14t - 9.00 @CinemaxX 4 (by invitation only)","","","THE REVENGE by Susanne Bier and David Mackenzie’s new project, still untitled (aka The Last Word) starring Ewan McGregor and Eva Green. The producers are working 24/7 to have them ready. We will keep you posted if any changes.","","N/A","TrustNordisk","","","",""
"THE REVENGE ","Post Production Promo Scrg: Sun 14t - 9.00 @CinemaxX 4 (by invitation only)","Susanne Bier","","","BLX: Cineart","CHECK","TrustNordisk","","","",""
"SUPERBROTHER","EFM: Fri 12 - 18.15 @CinemaxX 16(Private Screening, Not listed and NO Press allowed)   Generation: Mon 15 - 15.30 @Zoopalast, Tue 16 - 11.30 @Max 3, Thu 18 - 11.00 @Filmtheater am Friedrichshain","Birger Larsen","","Anton dreams of having a big brother who can defend him against the bullies at school. When a device from outer space lands nearby, his autistic brother Buller becomes the super brother Anton has always dreamt of.","","CHECK","TrustNordisk","","","",""
"THIS IS LOVE","EFM: Sun 14 - 15.30 @CinemaxX 1, Fri 19 - 17.30 @CinemaxX 1","Matthias Glassner (The Free Will)","","THIS IS LOVE deals with the pain of love and the desire to overcome it by intricately interweaving the past and the present. The film had its World Premier in Main Competition in San Sebastian.","","CHECK","TrustNordisk","","","",""
"Dear Lemon Lima","Complete","Suzi Yoonessi","Savanah Wiltfong, Shayne Topp, Meaghan Jette Martin","As colorful as a snow cone, this delightful happy-sad confection follows an awkward Alaskan teen as she discovers her Yup'ik Eskimo heritage while rallying her fellow misfits to compete in her school's Snowstorm Survivor competition.","","BLX, FR, IT, SW, SCAN, LA ex pay TV, INDO, PORT, ME, UK, OZ","Visit Films","","","",""
"Picture Me: A Model's Diary","Market:Sat, Feb, 13, 3:40 pm, Marriott 1","Ole Schell, Sara Ziff","Sara Ziff, Gilles Bensimon, Missy Rayder, Lisa Cant, Tanya D, Diana Dondoe, Kevin Krier, Heather Marx, Caitriona Balfe","Filmmaker Ole Schell follows his girlfriend, model Sara Ziff, for several years documenting her rise from a fresh face to one that adorns billboards and magazines around the world. In the process, Ole and Sara go behind the scenes and chronicle the glitzy world of high fashion modeling, from photo shoots with celebrated photographers to runway shows in New York, Milan, and Paris.","","BLX, IT, SW, SCAN, LA, PORT, INDO, ME, UK","Visit Films","","","",""
"La Reine des Pommes","Market:Fri, Feb 12, 1:00 pm, Cinemaxx 16","Valérie Donzelli","Valérie Donzelli (7 Years), Jérémie ElkaIîm, Béatrice De Stael","Adele is devastated after a painful breakup. In order to cure her broken heart she moves from one man to the next looking for her perfect companion but can't escape reminders of her former relationship.","","BLX, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ","Visit Films","Rom Com","","",""
"Shirley Adams","Complete","Oliver Hermanus","Denise Newman, Keenan Arrison","The story of a woman who loses her family to violence and poverty, but gains her own sense of self worth.","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ","Visit Films","","","",""
"The Taqwacores","Market:Fri, Feb, 12,  11:45 am, MGB Kinosaal","Eyad Zahra","Bobby Naderi, Noureen Dewulf, Dominic Rains","Yusef, a first-generation Pakistani-American engineering student, moves off-campus with a group of Muslim punks in Buffalo, New York. His new ""un-orthodox"" housemates soon introduce him to Taqwacore, a hardcore, Muslim punk rock scene that only exists out west.As the seasons change, Taqwacore influences the house more and more. The living room becomes a mosque during the day, while it continues to host punk parties at night. Ultimately, Yusef is influenced by Taqwacore too, as he begins to challenge his own faith and ideologies.The Taqwacores deals with the complexities of being young and Muslim in modern-day America.","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ","Visit Films","Drama","","",""
"Abandoned","Post Production","Michael Feifer","Brittany, Murphy, Dean Cain, Peter Bogdanovich, Mimi Rogers","When a patient goes missing, his girlfriend frantically scours the hospital only to find that the staff shows no record of his ever being there. No one will help, so she breaks into the private records but is caught and detained. Labeled insane, she has no choice but to escape","BLX 75FR100IT 100SCA N75INDO 25 PORT 20"," BLX, FR, IT, SW, SCAN, LA, INDO, PORT","Voltage","Thriller","","",""
